"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Info"
"224","1.682212","10.135.49.223","128.119.245.12","TCP","1514","145249","1","1460","63344  >  80 [ACK] Seq=145249 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"225","1.682212","10.135.49.223","128.119.245.12","TCP","1514","146709","1","1460","63344  >  80 [PSH, ACK] Seq=146709 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"226","1.682212","10.135.49.223","128.119.245.12","TCP","1514","148169","1","1460","63344  >  80 [ACK] Seq=148169 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"227","1.682212","10.135.49.223","128.119.245.12","TCP","1514","149629","1","1460","63344  >  80 [ACK] Seq=149629 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"228","1.683464","128.119.245.12","10.135.49.223","TCP","54","1","76629","0","80  >  63344 [ACK] Seq=1 Ack=76629 Win=179584 Len=0"
"229","1.683464","128.119.245.12","10.135.49.223","TCP","54","1","81009","0","80  >  63344 [ACK] Seq=1 Ack=81009 Win=181632 Len=0"
"230","1.683961","128.119.245.12","10.135.49.223","TCP","54","1","82469","0","80  >  63344 [ACK] Seq=1 Ack=82469 Win=183296 Len=0"
"231","1.689951","128.119.245.12","10.135.49.223","TCP","54","1","83929","0","80  >  63344 [ACK] Seq=1 Ack=83929 Win=183296 Len=0"
"232","1.689951","128.119.245.12","10.135.49.223","TCP","54","1","89769","0","80  >  63344 [ACK] Seq=1 Ack=89769 Win=179584 Len=0"
"233","1.690094","128.119.245.12","10.135.49.223","TCP","54","1","92689","0","80  >  63344 [ACK] Seq=1 Ack=92689 Win=177664 Len=0"
"234","1.690979","10.135.49.223","128.119.245.12","TCP","1514","151089","1","1460","63344  >  80 [ACK] Seq=151089 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"235","1.690979","10.135.49.223","128.119.245.12","TCP","1514","152549","1","1460","63344  >  80 [ACK] Seq=152549 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"236","1.690979","10.135.49.223","128.119.245.12","TCP","1514","154009","1","1460","63344  >  80 [ACK] Seq=154009 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"237","1.690979","10.135.49.223","128.119.245.12","TCP","1514","155469","1","1460","63344  >  80 [ACK] Seq=155469 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"238","1.690979","10.135.49.223","128.119.245.12","TCP","1514","156929","1","1460","63344  >  80 [ACK] Seq=156929 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"239","1.690979","10.135.49.223","128.119.245.12","TCP","1514","158389","1","1460","63344  >  80 [ACK] Seq=158389 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"240","1.690979","10.135.49.223","128.119.245.12","TCP","1514","159849","1","1460","63344  >  80 [ACK] Seq=159849 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"241","1.690979","10.135.49.223","128.119.245.12","TCP","1514","161309","1","1460","63344  >  80 [ACK] Seq=161309 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"242","1.690979","10.135.49.223","128.119.245.12","TCP","1514","162769","1","1460","63344  >  80 [ACK] Seq=162769 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"243","1.690979","10.135.49.223","128.119.245.12","TCP","1514","164229","1","1460","63344  >  80 [PSH, ACK] Seq=164229 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"244","1.690979","10.135.49.223","128.119.245.12","TCP","1514","165689","1","1460","63344  >  80 [ACK] Seq=165689 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"245","1.690979","10.135.49.223","128.119.245.12","TCP","1514","167149","1","1460","63344  >  80 [ACK] Seq=167149 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"246","1.690979","10.135.49.223","128.119.245.12","TCP","1514","168609","1","1460","63344  >  80 [ACK] Seq=168609 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"247","1.690979","10.135.49.223","128.119.245.12","TCP","1514","170069","1","1460","63344  >  80 [ACK] Seq=170069 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"248","1.690979","10.135.49.223","128.119.245.12","TCP","1514","171529","1","1460","63344  >  80 [ACK] Seq=171529 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"249","1.690979","10.135.49.223","128.119.245.12","TCP","1514","172989","1","1460","63344  >  80 [ACK] Seq=172989 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"250","1.690979","10.135.49.223","128.119.245.12","TCP","1514","174449","1","1460","63344  >  80 [ACK] Seq=174449 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"251","1.690979","10.135.49.223","128.119.245.12","TCP","1514","175909","1","1460","63344  >  80 [ACK] Seq=175909 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"252","1.690979","10.135.49.223","128.119.245.12","TCP","1514","177369","1","1460","63344  >  80 [ACK] Seq=177369 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"253","1.690979","10.135.49.223","128.119.245.12","TCP","1514","178829","1","1460","63344  >  80 [ACK] Seq=178829 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"254","1.690979","10.135.49.223","128.119.245.12","TCP","1514","180289","1","1460","63344  >  80 [PSH, ACK] Seq=180289 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"255","1.690979","10.135.49.223","128.119.245.12","TCP","1514","181749","1","1460","63344  >  80 [ACK] Seq=181749 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"256","1.690979","10.135.49.223","128.119.245.12","TCP","1514","183209","1","1460","63344  >  80 [ACK] Seq=183209 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"257","1.690979","10.135.49.223","128.119.245.12","TCP","1514","184669","1","1460","63344  >  80 [ACK] Seq=184669 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"258","1.690979","10.135.49.223","128.119.245.12","TCP","1514","186129","1","1460","63344  >  80 [ACK] Seq=186129 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"259","1.690979","10.135.49.223","128.119.245.12","TCP","1514","187589","1","1460","63344  >  80 [ACK] Seq=187589 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"260","1.690979","10.135.49.223","128.119.245.12","TCP","1514","189049","1","1460","63344  >  80 [ACK] Seq=189049 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"261","1.690979","10.135.49.223","128.119.245.12","TCP","1514","190509","1","1460","63344  >  80 [ACK] Seq=190509 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"262","1.690979","10.135.49.223","128.119.245.12","TCP","1514","191969","1","1460","63344  >  80 [ACK] Seq=191969 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"263","1.690979","10.135.49.223","128.119.245.12","TCP","1514","193429","1","1460","63344  >  80 [ACK] Seq=193429 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"264","1.690979","10.135.49.223","128.119.245.12","TCP","1514","194889","1","1460","63344  >  80 [ACK] Seq=194889 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"265","1.690979","10.135.49.223","128.119.245.12","TCP","1514","196349","1","1460","63344  >  80 [PSH, ACK] Seq=196349 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"266","2.069160","128.119.245.12","10.135.49.223","TCP","54","1","99989","0","80  >  63344 [ACK] Seq=1 Ack=99989 Win=179584 Len=0"
"267","2.069160","128.119.245.12","10.135.49.223","TCP","54","1","105829","0","80  >  63344 [ACK] Seq=1 Ack=105829 Win=175616 Len=0"
"268","2.069160","128.119.245.12","10.135.49.223","TCP","54","1","113129","0","80  >  63344 [ACK] Seq=1 Ack=113129 Win=197888 Len=0"
"269","2.069258","10.135.49.223","128.119.245.12","TCP","1514","197809","1","1460","63344  >  80 [ACK] Seq=197809 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"270","2.069258","10.135.49.223","128.119.245.12","TCP","1514","199269","1","1460","63344  >  80 [ACK] Seq=199269 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"271","2.069258","10.135.49.223","128.119.245.12","TCP","1514","200729","1","1460","63344  >  80 [ACK] Seq=200729 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"272","2.069258","10.135.49.223","128.119.245.12","TCP","1514","202189","1","1460","63344  >  80 [ACK] Seq=202189 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"273","2.069258","10.135.49.223","128.119.245.12","TCP","1514","203649","1","1460","63344  >  80 [ACK] Seq=203649 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"274","2.069258","10.135.49.223","128.119.245.12","TCP","1514","205109","1","1460","63344  >  80 [ACK] Seq=205109 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"275","2.069258","10.135.49.223","128.119.245.12","TCP","1514","206569","1","1460","63344  >  80 [ACK] Seq=206569 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"276","2.069258","10.135.49.223","128.119.245.12","TCP","1514","208029","1","1460","63344  >  80 [ACK] Seq=208029 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"277","2.069258","10.135.49.223","128.119.245.12","TCP","1514","209489","1","1460","63344  >  80 [ACK] Seq=209489 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"278","2.069258","10.135.49.223","128.119.245.12","TCP","1514","210949","1","1460","63344  >  80 [ACK] Seq=210949 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"279","2.069258","10.135.49.223","128.119.245.12","TCP","1514","212409","1","1460","63344  >  80 [PSH, ACK] Seq=212409 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"280","2.069258","10.135.49.223","128.119.245.12","TCP","1514","213869","1","1460","63344  >  80 [ACK] Seq=213869 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"281","2.069258","10.135.49.223","128.119.245.12","TCP","1514","215329","1","1460","63344  >  80 [ACK] Seq=215329 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"282","2.069258","10.135.49.223","128.119.245.12","TCP","1514","216789","1","1460","63344  >  80 [ACK] Seq=216789 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"283","2.069258","10.135.49.223","128.119.245.12","TCP","1514","218249","1","1460","63344  >  80 [ACK] Seq=218249 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"284","2.069258","10.135.49.223","128.119.245.12","TCP","1514","219709","1","1460","63344  >  80 [ACK] Seq=219709 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"285","2.069258","10.135.49.223","128.119.245.12","TCP","1514","221169","1","1460","63344  >  80 [ACK] Seq=221169 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"286","2.069258","10.135.49.223","128.119.245.12","TCP","1514","222629","1","1460","63344  >  80 [ACK] Seq=222629 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"287","2.069258","10.135.49.223","128.119.245.12","TCP","1514","224089","1","1460","63344  >  80 [ACK] Seq=224089 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"288","2.069258","10.135.49.223","128.119.245.12","TCP","1514","225549","1","1460","63344  >  80 [ACK] Seq=225549 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"289","2.069258","10.135.49.223","128.119.245.12","TCP","1514","227009","1","1460","63344  >  80 [ACK] Seq=227009 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"290","2.069258","10.135.49.223","128.119.245.12","TCP","1514","228469","1","1460","63344  >  80 [ACK] Seq=228469 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"291","2.069258","10.135.49.223","128.119.245.12","TCP","210","229929","1","156","63344  >  80 [PSH, ACK] Seq=229929 Ack=1 Win=65536 Len=156 [TCP segment of a reassembled PDU]"
"292","2.069683","10.135.49.223","128.119.245.12","TCP","1514","230085","1","1460","63344  >  80 [ACK] Seq=230085 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"293","2.069683","10.135.49.223","128.119.245.12","TCP","1514","231545","1","1460","63344  >  80 [ACK] Seq=231545 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"294","2.069683","10.135.49.223","128.119.245.12","TCP","1514","233005","1","1460","63344  >  80 [ACK] Seq=233005 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
